"name","location","start_date","end_date","draw","matches","surface","prize","score","round","winner","player","player_rank","opponent","opponent_rank","player1","player2","player3","player4","player5","opponent1","opponent2","opponent3","opponent4","opponent5","TBplayer1","TBplayer2","TBplayer3","TBplayer4","TBplayer5","TBopponent1","TBopponent2","TBopponent3","TBopponent4","TBopponent5"
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","46/16","Round Robin",0,"Andy Murray",2,"Rafael Nadal",5,4,1,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","64/64","Round Robin",1,"Andy Murray",2,"David Ferrer",7,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","26/46","Finals",0,"Andy Murray",3,"Novak Djokovic",1,2,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","64/63","Semi-Finals",1,"Andy Murray",3,"David Ferrer",8,6,6,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","76(7)/36/63","Quarter-Finals",1,"Andy Murray",3,"Richard Gasquet",9,7,3,6,NA,NA,6,6,3,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","61/60","Round of 16",1,"Andy Murray",3,"David Goffin",16,6,6,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","61/62","Round of 32",1,"Andy Murray",3,"Borna Coric",46,6,6,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","16/36","Semi-Finals",0,"Andy Murray",2,"Novak Djokovic",1,1,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","61/63","Quarter-Finals",1,"Andy Murray",2,"Tomas Berdych",5,6,6,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","67(4)/64/64","Round of 16",1,"Andy Murray",2,"John Isner",13,6,6,6,NA,NA,7,4,4,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","62/64","Round of 32",1,"Andy Murray",2,"Steve Johnson",47,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR vs. AUS WG SF","Glasgow, Great Britain, Great Britain",2015-09-14,2015-09-20,4,3,"Indoor Hard",NA,"75/63/62","Round Robin",1,"Andy Murray",3,"Bernard Tomic",23,7,6,6,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR vs. AUS WG SF","Glasgow, Great Britain, Great Britain",2015-09-14,2015-09-20,4,3,"Indoor Hard",NA,"63/60/63","Round Robin",1,"Andy Murray",3,"Thanasi Kokkinakis",72,6,6,6,NA,NA,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","67(5)/36/76(2)/67","Round of 16",0,"Andy Murray",3,"Kevin Anderson",14,6,3,7,6,NA,7,6,6,7,NA,5,NA,7,NA,NA,7,NA,2,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","63/62/75","Round of 32",1,"Andy Murray",3,"Thomaz Bellucci",30,6,6,7,NA,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","57/46/61/63/61","Round of 64",1,"Andy Murray",3,"Adrian Mannarino",35,5,4,6,6,6,7,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","75/63/46/61","Round of 128",1,"Andy Murray",3,"Nick Kyrgios",37,7,6,4,6,NA,5,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","46/67(6)","Semi-Finals",0,"Andy Murray",2,"Roger Federer",3,4,6,NA,NA,NA,6,7,NA,NA,NA,NA,6,NA,NA,NA,NA,8,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","46/61/64","Quarter-Finals",1,"Andy Murray",2,"Richard Gasquet",13,4,6,6,NA,NA,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","46/76(3)/75","Round of 16",1,"Andy Murray",2,"Grigor Dimitrov",17,4,7,7,NA,NA,6,6,5,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","64/76(1)","Round of 32",1,"Andy Murray",2,"Mardy Fish",1034,6,7,NA,NA,NA,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA
"ATP World Tour Masters 1000 Canada","Montreal, Canada",2015-08-10,2015-08-16,56,55,"Outdoor Hard","$4178500","64/46/63","Finals",1,"Andy Murray",3,"Novak Djokovic",1,6,4,6,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Canada","Montreal, Canada",2015-08-10,2015-08-16,56,55,"Outdoor Hard","$4178500","63/60","Semi-Finals",1,"Andy Murray",3,"Kei Nishikori",4,6,6,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Canada","Montreal, Canada",2015-08-10,2015-08-16,56,55,"Outdoor Hard","$4178500","64/64","Quarter-Finals",1,"Andy Murray",3,"Jo-Wilfried Tsonga",24,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Canada","Montreal, Canada",2015-08-10,2015-08-16,56,55,"Outdoor Hard","$4178500","63/62","Round of 16",1,"Andy Murray",3,"Gilles Muller",46,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Canada","Montreal, Canada",2015-08-10,2015-08-16,56,55,"Outdoor Hard","$4178500","64/75","Round of 32",1,"Andy Murray",3,"Tommy Robredo",22,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Washington, DC, U.S.A.",2015-08-03,2015-08-09,48,47,"Outdoor Hard","$1753020","46/64/67(4)","Round of 32",0,"Andy Murray",3,"Teymuraz Gabashvili",53,4,6,6,NA,NA,6,4,7,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA
"GBR vs. FRA WG QF","London, Great Britain",2015-07-13,2015-07-19,4,3,"Outdoor Grass",NA,"46/76(5)/63/60","Round Robin",1,"Andy Murray",3,"Gilles Simon",11,4,7,6,6,NA,6,6,3,0,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA
"GBR vs. FRA WG QF","London, Great Britain",2015-07-13,2015-07-19,4,3,"Outdoor Grass",NA,"75/76(10)/62","Round Robin",1,"Andy Murray",3,"Jo-Wilfried Tsonga",12,7,7,6,NA,NA,5,6,2,NA,NA,NA,12,NA,NA,NA,NA,10,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","57/57/46","Semi-Finals",0,"Andy Murray",3,"Roger Federer",2,5,5,4,NA,NA,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","64/75/64","Quarter-Finals",1,"Andy Murray",3,"Vasek Pospisil",56,6,7,6,NA,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","76(7)/64/57/64","Round of 16",1,"Andy Murray",3,"Ivo Karlovic",25,7,6,5,6,NA,6,4,7,4,NA,9,NA,NA,NA,NA,7,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","62/62/16/61","Round of 32",1,"Andy Murray",3,"Andreas Seppi",27,6,6,1,6,NA,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","61/61/64","Round of 64",1,"Andy Murray",3,"Robin Haase",78,6,6,6,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","64/76(3)/64","Round of 128",1,"Andy Murray",3,"Mikhail Kukushkin",59,6,7,6,NA,NA,4,6,4,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA
"London / Queen's Club","London, Great Britain",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","63/64","Finals",1,"Andy Murray",3,"Kevin Anderson",17,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London / Queen's Club","London, Great Britain",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","63/76(4)","Semi-Finals",1,"Andy Murray",3,"Viktor Troicki",25,6,7,NA,NA,NA,3,6,NA,NA,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA
"London / Queen's Club","London, Great Britain",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","36/76(2)/64","Quarter-Finals",1,"Andy Murray",3,"Gilles Muller",48,3,7,6,NA,NA,6,6,4,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"London / Queen's Club","London, Great Britain",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","75/64","Round of 16",1,"Andy Murray",3,"Fernando Verdasco",42,7,6,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London / Queen's Club","London, Great Britain",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","64/75","Round of 32",1,"Andy Murray",3,"Yen-Hsun Lu",63,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","36/36/75/75/16","Semi-Finals",0,"Andy Murray",3,"Novak Djokovic",1,3,3,7,7,1,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","76(4)/62/57/61","Quarter-Finals",1,"Andy Murray",3,"David Ferrer",8,7,6,5,6,NA,6,2,7,1,NA,7,NA,NA,NA,NA,4,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","64/36/63/62","Round of 16",1,"Andy Murray",3,"Jeremy Chardy",45,6,3,6,6,NA,4,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","64/62/63","Round of 32",1,"Andy Murray",3,"Nick Kyrgios",30,6,6,6,NA,NA,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","62/46/64/61","Round of 64",1,"Andy Murray",3,"Joao Sousa",44,6,4,6,6,NA,2,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","63/63/61","Round of 128",1,"Andy Murray",3,"Facundo Arguello",137,6,6,6,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","W/O","Round of 16",0,"Andy Murray",3,"David Goffin",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","64/63","Round of 32",1,"Andy Murray",3,"Jeremy Chardy",38,6,6,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","63/62","Finals",1,"Andy Murray",3,"Rafael Nadal",4,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","63/64","Semi-Finals",1,"Andy Murray",3,"Kei Nishikori",5,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","64/75","Quarter-Finals",1,"Andy Murray",3,"Milos Raonic",6,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","62/60","Round of 16",1,"Andy Murray",3,"Marcel Granollers",62,6,6,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","64/36/60","Round of 32",1,"Andy Murray",3,"Philipp Kohlschreiber",24,6,3,6,NA,NA,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","76(4)/57/76(4)","Finals",1,"Andy Murray",3,"Philipp Kohlschreiber",26,7,5,7,NA,NA,6,7,6,NA,NA,7,NA,7,NA,NA,4,NA,4,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","64/64","Semi-Finals",1,"Andy Murray",3,"Roberto Bautista Agut",16,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","46/63/62","Quarter-Finals",1,"Andy Murray",3,"Lukas Rosol",41,4,6,6,NA,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Munich","Munich, Germany",2015-04-27,2015-05-03,28,27,"Outdoor Clay","€494310","62/62","Round of 16",1,"Andy Murray",3,"Mischa Zverev",653,6,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","67(3)/64/06","Finals",0,"Andy Murray",4,"Novak Djokovic",1,6,6,0,NA,NA,7,4,6,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","64/64","Semi-Finals",1,"Andy Murray",4,"Tomas Berdych",9,6,6,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","36/64/61","Quarter-Finals",1,"Andy Murray",4,"Dominic Thiem",52,3,6,6,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","64/36/63","Round of 16",1,"Andy Murray",4,"Kevin Anderson",17,6,3,6,NA,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","63/64","Round of 32",1,"Andy Murray",4,"Santiago Giraldo",31,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","64/62","Round of 64",1,"Andy Murray",4,"Donald Young",44,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","26/36","Semi-Finals",0,"Andy Murray",4,"Novak Djokovic",1,2,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","63/64","Quarter-Finals",1,"Andy Murray",4,"Feliciano Lopez",12,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","63/63","Round of 16",1,"Andy Murray",4,"Adrian Mannarino",38,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","61/36/61","Round of 32",1,"Andy Murray",4,"Philipp Kohlschreiber",29,6,3,6,NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","61/63","Round of 64",1,"Andy Murray",4,"Vasek Pospisil",62,6,6,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GBR vs. USA WG 1st RD","Glasgow, Great Britain, Great Britain",2015-03-02,2015-03-08,4,3,"Indoor Hard",NA,"76(4)/63/76(4)","Round Robin",1,"Andy Murray",5,"John Isner",20,7,6,7,NA,NA,6,3,6,NA,NA,7,NA,7,NA,NA,4,NA,4,NA,NA
"GBR vs. USA WG 1st RD","Glasgow, Great Britain, Great Britain",2015-03-02,2015-03-08,4,3,"Indoor Hard",NA,"61/61/46/62","Round Robin",1,"Andy Murray",5,"Donald Young",47,6,6,4,6,NA,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","16/36","Quarter-Finals",0,"Andy Murray",3,"Borna Coric",84,1,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","60/62","Round of 16",1,"Andy Murray",3,"Joao Sousa",50,6,6,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","64/75","Round of 32",1,"Andy Murray",3,"Gilles Muller",35,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","46/26","Quarter-Finals",0,"Andy Murray",4,"Gilles Simon",19,4,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","63/75","Round of 16",1,"Andy Murray",4,"Vasek Pospisil",59,6,7,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","63/62","Round of 32",1,"Andy Murray",4,"Nicolas Mahut",109,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","67(5)/76(4)/36/06","Finals",0,"Andy Murray",6,"Novak Djokovic",1,6,7,3,0,NA,7,6,6,6,NA,5,7,NA,NA,NA,7,4,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","67(6)/60/63/75","Semi-Finals",1,"Andy Murray",6,"Tomas Berdych",7,6,6,6,7,NA,7,0,3,5,NA,6,NA,NA,NA,NA,8,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","63/76(5)/63","Quarter-Finals",1,"Andy Murray",6,"Nick Kyrgios",53,6,7,6,NA,NA,3,6,3,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","64/67(5)/63/75","Round of 16",1,"Andy Murray",6,"Grigor Dimitrov",11,6,6,6,7,NA,4,7,3,5,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","61/61/75","Round of 32",1,"Andy Murray",6,"Joao Sousa",55,6,6,7,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","61/63/62","Round of 64",1,"Andy Murray",6,"Marinko Matosevic",81,6,6,6,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","63/64/76(3)","Round of 128",1,"Andy Murray",6,"Yuki Bhambri",317,6,6,7,NA,NA,3,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","36/46","Finals",0,"Roger Federer",3,"Novak Djokovic",1,3,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","75/63","Semi-Finals",1,"Roger Federer",3,"Stan Wawrinka",4,7,6,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","75/46/64","Round Robin",1,"Roger Federer",3,"Kei Nishikori",8,7,4,6,NA,NA,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","75/62","Round Robin",1,"Roger Federer",3,"Novak Djokovic",1,7,6,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","64/62","Round Robin",1,"Roger Federer",3,"Tomas Berdych",6,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","67(3)/63/67(5)","Round of 16",0,"Roger Federer",2,"John Isner",13,6,6,6,NA,NA,7,3,7,NA,NA,3,NA,5,NA,NA,7,NA,7,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","61/61","Round of 32",1,"Roger Federer",2,"Andreas Seppi",28,6,6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","63/57/63","Finals",1,"Roger Federer",3,"Rafael Nadal",7,6,5,6,NA,NA,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","63/64","Semi-Finals",1,"Roger Federer",3,"Jack Sock",29,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Basel","Basel, Switzerland",2015-10-26,2015-11-01,32,31,"Indoor Hard","€2022300","63/36/61","Quarter-Finals",1,"Roger Federer",3,"David Goffin",17,6,3,6,NA,NA,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
